REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
Globe,C1BMHTF03,WATER,1,2047,0.0021412944
Globe,C1BMHTF03,WATER,1,2048,0.0021412944
Globe,C1BMHTF03,WATER,1,2049,0.0021412944
Globe,C1BMHTF03,WATER,1,2050,0.0021412944000000003
Globe,C1BMHTF03,WATER,1,2051,0.0021412944000000008
Globe,C1BMHTF03,WATER,1,2052,0.0021412944000000008
Globe,C1BMHTF03,WATER,1,2053,0.0021412944000000003
Globe,C1BMHTF03,WATER,1,2054,0.0021412944000000008
Globe,C1BMHTF03,WATER,1,2055,0.0015629367726361677
Globe,C1BMHTF03,WATER,1,2056,0.0009980850361029664
Globe,C1BMHTF03,WATER,1,2057,0.0021412944
Globe,C1BMHTF03,WATER,1,2058,0.0021412944
Globe,C1BMHTF03,WATER,1,2059,0.0021412944
Globe,C1BMHTF03,WATER,1,2060,0.0021412944
Globe,C1BMIGPCS,CO2EQ,1,2044,-0.04113267656536816
Globe,C1BMIGPCS,CO2EQ,1,2045,-0.08197123251445707
Globe,C1BMIGPCS,CO2EQ,1,2046,-0.08197123251445707
Globe,C1BMIGPCS,CO2EQ,1,2047,-0.08197123251445707
Globe,C1BMIGPCS,CO2EQ,1,2048,-0.11679164606748546
Globe,C1BMIGPCS,CO2EQ,1,2049,-0.2678342811724043
Globe,C1BMIGPCS,CO2EQ,1,2050,-0.30767859316538615
Globe,C1BMIGPCS,CO2EQ,1,2051,-0.3097857389042463
Globe,C1BMIGPCS,CO2EQ,1,2052,-0.31148995374856736
Globe,C1BMIGPCS,CO2EQ,1,2053,-0.31284996166068835
Globe,C1BMIGPCS,CO2EQ,1,2054,-0.3128499616606855
Globe,C1BMIGPCS,CO2EQ,1,2055,-0.26506534146982597
Globe,C1BMIGPCS,CO2EQ,1,2056,-0.2620275616789451
Globe,C1BMIGPCS,CO2EQ,1,2057,-0.44828861869206915
Globe,C1BMIGPCS,CO2EQ,1,2058,-0.7023600395919956
Globe,C1BMIGPCS,CO2EQ,1,2059,-0.6793436898425211
Globe,C1BMIGPCS,CO2EQ,1,2060,-0.9299155446494382
Globe,C1BMIGPCS,WATER,1,2044,0.0022250738750678248
Globe,C1BMIGPCS,WATER,1,2045,0.004434237282982806
Globe,C1BMIGPCS,WATER,1,2046,0.004434237282982806
Globe,C1BMIGPCS,WATER,1,2047,0.004434237282982806
Globe,C1BMIGPCS,WATER,1,2048,0.006317849023949209
Globe,C1BMIGPCS,WATER,1,2049,0.014488506745657558
Globe,C1BMIGPCS,WATER,1,2050,0.01664388648479858
Globe,C1BMIGPCS,WATER,1,2051,0.01675787262248761
Globe,C1BMIGPCS,WATER,1,2052,0.016850062196428296
Globe,C1BMIGPCS,WATER,1,2053,0.016923631881842205
Globe,C1BMIGPCS,WATER,1,2054,0.016923631881842052
Globe,C1BMIGPCS,WATER,1,2055,0.014338720835566003
Globe,C1BMIGPCS,WATER,1,2056,0.014174392009549631
Globe,C1BMIGPCS,WATER,1,2057,0.024250191750998126
Globe,C1BMIGPCS,WATER,1,2058,0.03799419598926759
Globe,C1BMIGPCS,WATER,1,2059,0.036749125578019466
Globe,C1BMIGPCS,WATER,1,2060,0.05030382064076632
Globe,C1BMLP000,CO2EQ,1,2010,0.0006472425191489361
Globe,C1BMLP000,CO2EQ,1,2011,0.0006687437632340426
Globe,C1BMLP000,CO2EQ,1,2012,0.0006899604099574468
Globe,C1BMLP000,CO2EQ,1,2013,0.0006396767320851063
Globe,C1BMLP000,CO2EQ,1,2014,0.0005922118958297872
Globe,C1BMLP000,CO2EQ,1,2015,0.0005475165440425531
Globe,C1BMLP000,CO2EQ,1,2016,0.0005015719657021277
Globe,C1BMLP000,CO2EQ,1,2017,0.00045923565472340435
Globe,C1BMLP000,CO2EQ,1,2018,0.00042011188799999995
Globe,C1BMLP000,CO2EQ,1,2019,0.00038413831965957454
Globe,C1BMLP000,CO2EQ,1,2020,0.00044411553407818573
Globe,C1BMLP000,CO2EQ,1,2021,0.0004479600395135693
Globe,C1BMLP000,CO2EQ,1,2022,4.843466093617034e-05
Globe,C1BMLP000,CO2EQ,1,2023,2.4069836297872248e-05
Globe,C1BMLP000,WATER,1,2010,0.02847867084255319
Globe,C1BMLP000,WATER,1,2011,0.02942472558229787
Globe,C1BMLP000,WATER,1,2012,0.030358258038127663
Globe,C1BMLP000,WATER,1,2013,0.02814577621174468
Globe,C1BMLP000,WATER,1,2014,0.02605732341651064
Globe,C1BMLP000,WATER,1,2015,0.02409072793787234
Globe,C1BMLP000,WATER,1,2016,0.022069166490893615
Globe,C1BMLP000,WATER,1,2017,0.02020636880782979
Globe,C1BMLP000,WATER,1,2018,0.018484923071999997
Globe,C1BMLP000,WATER,1,2019,0.016902086065021277
Globe,C1BMLP000,WATER,1,2020,0.01954108349944017
Globe,C1BMLP000,WATER,1,2021,0.019710241738597048
Globe,C1BMLP000,WATER,1,2022,0.0021311250811914947
Globe,C1BMLP000,WATER,1,2023,0.0010590727971063788
Globe,C1BMSCP00,WATER,1,2010,0.0016562793703248002
Globe,C1BMSCP00,WATER,1,2011,0.0015879151186416
Globe,C1BMSCP00,WATER,1,2012,0.001522658332944
Globe,C1BMSCP00,WATER,1,2013,0.0014574015472464
Globe,C1BMSCP00,WATER,1,2014,0.0013890372955632
Globe,C1BMSCP00,WATER,1,2016,0.0076418123764727735
Globe,C1BMSCP00,WATER,1,2017,0.01327156246296
Globe,C1BMSCP00,WATER,1,2018,0.012543878881439999
Globe,C1BMSCP00,WATER,1,2019,0.011816195299919997
Globe,C1BMSCP00,WATER,1,2020,0.0110885117184
Globe,C1BMSCP00,WATER,1,2021,0.01032617653776
Globe,C1BMSCP00,WATER,1,2022,0.00959849295624
Globe,C1BMSCP00,WATER,1,2023,0.008870809374719998
Globe,C1BMSCP00,WATER,1,2024,0.008108474194079998
Globe,C1BMSCP00,WATER,1,2025,0.00738079061256
Globe,C1BMSCP00,WATER,1,2026,0.0008593692683575057
Globe,C1BMSCP00,WATER,1,2027,0.0058907718504
Globe,C1BMSCP00,WATER,1,2028,0.00516308826888
Globe,C1BMSCP00,WATER,1,2029,0.004435404687359999
Globe,C1BMSCP00,WATER,1,2030,0.00370772110584
Globe,C1BMSCP00,WATER,1,2031,0.000264134608776
Globe,C1BMSCP00,WATER,1,2032,0.0001988778230784
Globe,C1BMSCP00,WATER,1,2033,0.0001336210373808
Globe,C1BMSCP00,WATER,1,2034,6.525678569760001e-05
Globe,C1CO00I00,CO2EQ,1,2010,12.44873544
Globe,C1CO00I00,CO2EQ,1,2011,12.54739728
Globe,C1CO00I00,CO2EQ,1,2012,12.646059119999999
Globe,C1CO00I00,CO2EQ,1,2013,12.74471202
Globe,C1CO00I00,CO2EQ,1,2014,12.74471202
Globe,C1CO00I00,CO2EQ,1,2015,12.74471202
Globe,C1CO00I00,CO2EQ,1,2016,12.744712020000001
Globe,C1CO00I00,CO2EQ,1,2017,12.65531202
Globe,C1CO00I00,CO2EQ,1,2018,12.56591202
Globe,C1CO00I00,CO2EQ,1,2019,12.476512020000001
Globe,C1CO00I00,CO2EQ,1,2020,12.38711202
Globe,C1CO00I00,CO2EQ,1,2021,12.02951202
Globe,C1CO00I00,CO2EQ,1,2022,11.67191202
Globe,C1CO00I00,CO2EQ,1,2023,11.31431202
Globe,C1CO00I00,CO2EQ,1,2024,10.95671202
Globe,C1CO00I00,CO2EQ,1,2025,10.599112020000002
Globe,C1CO00I00,CO2EQ,1,2026,10.241512019999998
Globe,C1CO00I00,CO2EQ,1,2027,10.2631486508268
Globe,C1CO00I00,CO2EQ,1,2028,10.181432466902265
Globe,C1CO00I00,CO2EQ,1,2029,9.90329367678897
Globe,C1CO00I00,CO2EQ,1,2030,9.453206998481916
Globe,C1CO00I00,CO2EQ,1,2031,9.228739714944332
Globe,C1CO00I00,CO2EQ,1,2032,8.824655218349292
Globe,C1CO00I00,CO2EQ,1,2033,8.413645087392084
Globe,C1CO00I00,CO2EQ,1,2034,8.00627265106267
Globe,C1CO00I00,CO2EQ,1,2035,7.597913430241644
Globe,C1CO00I00,CO2EQ,1,2036,7.187756207956282
Globe,C1CO00I00,CO2EQ,1,2037,6.771411440965981
Globe,C1CO00I00,CO2EQ,1,2038,6.358909581409427
Globe,C1CO00I00,CO2EQ,1,2039,5.945736840594802
Globe,C1CO00I00,CO2EQ,1,2040,5.52506972348673
Globe,C1CO00I00,CO2EQ,1,2041,5.300882859972889
Globe,C1CO00I00,CO2EQ,1,2042,5.074685199513034
Globe,C1CO00I00,CO2EQ,1,2043,4.8481833258076605
Globe,C1CO00I00,CO2EQ,1,2044,4.644024950874957
Globe,C1CO00I00,CO2EQ,1,2045,4.43481818210475
Globe,C1CO00I00,CO2EQ,1,2046,4.1843311167520785
Globe,C1CO00I00,CO2EQ,1,2047,3.9291784965520744
Globe,C1CO00I00,CO2EQ,1,2048,3.711365303358991
Globe,C1CO00I00,CO2EQ,1,2049,3.609008003673309
Globe,C1CO00I00,CO2EQ,1,2050,3.3941685096441647
Globe,C1CO00I00,CO2EQ,1,2051,3.3962756553830142
Globe,C1CO00I00,CO2EQ,1,2052,3.39797987022735
Globe,C1CO00I00,CO2EQ,1,2053,3.3993398781394757
Globe,C1CO00I00,CO2EQ,1,2054,3.3993398781394646
Globe,C1CO00I00,CO2EQ,1,2055,3.3515552579486108
Globe,C1CO00I00,CO2EQ,1,2056,3.3485174781577216
Globe,C1CO00I00,CO2EQ,1,2057,3.5347785351708496
Globe,C1CO00I00,CO2EQ,1,2058,3.788849956070773
Globe,C1CO00I00,CO2EQ,1,2059,3.765833606321301
Globe,C1CO00I00,CO2EQ,1,2060,4.016405461128215
Globe,C1CO00I00,WATER,1,2010,0.02784952
Globe,C1CO00I00,WATER,1,2011,0.02807024
Globe,C1CO00I00,WATER,1,2012,0.02829096
Globe,C1CO00I00,WATER,1,2013,0.02851166
Globe,C1CO00I00,WATER,1,2014,0.02851166
Globe,C1CO00I00,WATER,1,2015,0.02851166
Globe,C1CO00I00,WATER,1,2016,0.028511660000000005
Globe,C1CO00I00,WATER,1,2017,0.028311660000000006
Globe,C1CO00I00,WATER,1,2018,0.02811166
Globe,C1CO00I00,WATER,1,2019,0.02791166
Globe,C1CO00I00,WATER,1,2020,0.027711660000000003
Globe,C1CO00I00,WATER,1,2021,0.026911660000000007
Globe,C1CO00I00,WATER,1,2022,0.026111660000000002
Globe,C1CO00I00,WATER,1,2023,0.02531166
Globe,C1CO00I00,WATER,1,2024,0.024511660000000005
Globe,C1CO00I00,WATER,1,2025,0.023711660000000002
Globe,C1CO00I00,WATER,1,2026,0.022911659999999997
Globe,C1CO00I00,WATER,1,2027,0.022960064095809394
Globe,C1CO00I00,WATER,1,2028,0.022777253840944662
Globe,C1CO00I00,WATER,1,2029,0.022155019411161006
Globe,C1CO00I00,WATER,1,2030,0.02114811409056357
Globe,C1CO00I00,WATER,1,2031,0.02064595014528934
Globe,C1CO00I00,WATER,1,2032,0.019741957982884327
Globe,C1CO00I00,WATER,1,2033,0.0188224722313022
Globe,C1CO00I00,WATER,1,2034,0.017911124499021634
Globe,C1CO00I00,WATER,1,2035,0.016997569195171463
Globe,C1CO00I00,WATER,1,2036,0.01607999151668072
Globe,C1CO00I00,WATER,1,2037,0.015148571456299734
Globe,C1CO00I00,WATER,1,2038,0.014225748504271649
Globe,C1CO00I00,WATER,1,2039,0.013301424699317232
Globe,C1CO00I00,WATER,1,2040,0.012360334951871882
Globe,C1CO00I00,WATER,1,2041,0.011858798344458365
Globe,C1CO00I00,WATER,1,2042,0.01135276330987256
Globe,C1CO00I00,WATER,1,2043,0.01084604770874197
Globe,C1CO00I00,WATER,1,2044,0.010389317563478651
Globe,C1CO00I00,WATER,1,2045,0.009921293472270136
Globe,C1CO00I00,WATER,1,2046,0.009360919724277581
Globe,C1CO00I00,WATER,1,2047,0.008790108493405089
Globe,C1CO00I00,WATER,1,2048,0.008302830656284097
Globe,C1CO00I00,WATER,1,2049,0.008073843408665122
Globe,C1CO00I00,WATER,1,2050,0.0075932181423806824
Globe,C1CO00I00,WATER,1,2051,0.007597932114950816
Globe,C1CO00I00,WATER,1,2052,0.007601744676123826
Globe,C1CO00I00,WATER,1,2053,0.007604787199417173
Globe,C1CO00I00,WATER,1,2054,0.007604787199417148
Globe,C1CO00I00,WATER,1,2055,0.007497886483106512
Globe,C1CO00I00,WATER,1,2056,0.007491090555162688
Globe,C1CO00I00,WATER,1,2057,0.007907781957876621
Globe,C1CO00I00,WATER,1,2058,0.00847617439836862
Globe,C1CO00I00,WATER,1,2059,0.008424683683045416
Globe,C1CO00I00,WATER,1,2060,0.00898524711661793
Globe,C1COCHP00,WATER,1,2010,0.002783627532
Globe,C1COCHP00,WATER,1,2011,0.002982982923647999
Globe,C1COCHP00,WATER,1,2012,0.0031527491145696
Globe,C1COCHP00,WATER,1,2013,0.00343795293692928
Globe,C1COCHP00,WATER,1,2014,0.003593596236088321
Globe,C1COCHP00,WATER,1,2015,0.00396697097680128
Globe,C1COCHP00,WATER,1,2016,0.00414805091081472
Globe,C1COCHP00,WATER,1,2017,0.0042190298841599996
Globe,C1COCHP00,WATER,1,2018,0.004219029884159999
Globe,C1COCHP00,WATER,1,2019,0.004219029884159999
Globe,C1COCHP00,WATER,1,2020,0.004132715852159998
Globe,C1COCHP00,WATER,1,2021,0.004046401820159998
Globe,C1COCHP00,WATER,1,2022,0.003960087788159999
Globe,C1COCHP00,WATER,1,2023,0.003877226317439999
Globe,C1COCHP00,WATER,1,2024,0.0037909122854399985
Globe,C1COCHP00,WATER,1,2025,0.003704598253439999
Globe,C1COCHP00,WATER,1,2026,0.0036182842214399994
Globe,C1COCHP00,WATER,1,2027,0.0035354227507199986
Globe,C1COCHP00,WATER,1,2028,0.0034491087187199987
Globe,C1COCHP00,WATER,1,2029,0.0033627946867199987
Globe,C1COCHP00,WATER,1,2030,0.003276480654719999
Globe,C1COCHP00,WATER,1,2031,0.003193619183999999
Globe,C1COCHP00,WATER,1,2032,0.0031073051519999993
Globe,C1COCHP00,WATER,1,2033,0.003020991119999999
Globe,C1COCHP00,WATER,1,2034,0.0029346770879999985
Globe,C1COCHP00,WATER,1,2035,0.0028518156172800007
Globe,C1COCHP00,WATER,1,2036,0.00276550158528
Globe,C1COCHP00,WATER,1,2037,0.0026791875532800003
Globe,C1COCHP00,WATER,1,2038,0.00259632608256
Globe,C1COCHP00,WATER,1,2039,0.00251001205056
Globe,C1COCHP00,WATER,1,2040,0.0024236980185600005
Globe,C1COCHP00,WATER,1,2041,0.0023373839865600005
Globe,C1COCHP00,WATER,1,2042,0.00225452251584
Globe,C1COCHP00,WATER,1,2043,0.00216820848384
Globe,C1COCHP00,WATER,1,2044,0.0020818944518400002
Globe,C1COCHP00,WATER,1,2045,0.0019955804198400003
Globe,C1COCHP00,WATER,1,2046,0.0011262172334111995
Globe,C1COCHP00,WATER,1,2047,0.00016556757618239998
Globe,C1COCHP00,WATER,1,2048,0.00040230252426516795
Globe,C1COCHP00,WATER,1,2049,0.00014991846690239999
Globe,C1COCHP00,WATER,1,2050,0.000142406894448
Globe,C1COCHP00,WATER,1,2051,0.0006096071594775245
Globe,C1COCHP00,WATER,1,2052,0.00010672692528959997
Globe,C1COCHP00,WATER,1,2053,8.732202978239998e-05
Globe,C1COCHP00,WATER,1,2054,7.010800957439996e-05
Globe,C1COCHP00,WATER,1,2055,4.882522095359997e-05
