REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
Globe,C1CO00I00,WATER,1,2055,0.007620910554507589
Globe,C1CO00I00,WATER,1,2056,0.007620481990389616
Globe,C1CO00I00,WATER,1,2057,0.007620481990389615
Globe,C1CO00I00,WATER,1,2058,0.007620481990389616
Globe,C1CO00I00,WATER,1,2059,0.007620481990389615
Globe,C1CO00I00,WATER,1,2060,0.007620481990389615
Globe,C1COCHP00,WATER,1,2010,0.005598215532
Globe,C1COCHP00,WATER,1,2011,0.008573207652676799
Globe,C1COCHP00,WATER,1,2012,0.011585403372816
Globe,C1COCHP00,WATER,1,2013,0.015218178770995199
Globe,C1COCHP00,WATER,1,2014,0.0185480992464768
Globe,C1COCHP00,WATER,1,2015,0.0229877460304128
Globe,C1COCHP00,WATER,1,2016,0.023468232159652172
Globe,C1COCHP00,WATER,1,2017,0.023783492520236864
Globe,C1COCHP00,WATER,1,2018,0.023068958905560603
Globe,C1COCHP00,WATER,1,2019,0.024348307299277346
Globe,C1COCHP00,WATER,1,2020,0.027110220582818527
Globe,C1COCHP00,WATER,1,2021,0.0322790263039196
Globe,C1COCHP00,WATER,1,2022,0.0356452735519196
Globe,C1COCHP00,WATER,1,2023,0.036294382762501874
Globe,C1COCHP00,WATER,1,2024,0.03620806873050186
Globe,C1COCHP00,WATER,1,2025,0.033476040136830074
Globe,C1COCHP00,WATER,1,2026,0.026740413784012783
Globe,C1COCHP00,WATER,1,2027,0.02225335514388261
Globe,C1COCHP00,WATER,1,2028,0.017696617776456213
Globe,C1COCHP00,WATER,1,2029,0.012481229042422841
Globe,C1COCHP00,WATER,1,2030,0.00690690317633614
Globe,C1COCHP00,WATER,1,2031,0.003073268043632086
Globe,C1COCHP00,WATER,1,2032,0.003073268043632086
Globe,C1COCHP00,WATER,1,2033,0.003073268043632086
Globe,C1COCHP00,WATER,1,2034,0.0030732680436320855
Globe,C1COCHP00,WATER,1,2035,0.003073268043632086
Globe,C1COCHP00,WATER,1,2036,0.0027926041533790215
Globe,C1COCHP00,WATER,1,2037,0.0024125026370786884
Globe,C1COCHP00,WATER,1,2038,0.002018066033346571
Globe,C1COCHP00,WATER,1,2039,0.0016070036870141423
Globe,C1COCHP00,WATER,1,2040,0.0011788804194912835
Globe,C1COCHP00,WATER,1,2041,0.0006436755887116594
Globe,C1COCHP00,WATER,1,2042,0.0001201709469246904
Globe,C1COCHP00,WATER,1,2045,0.0024372646137761373
Globe,C1COCHP00,WATER,1,2046,0.02822547459800617
Globe,C1COCHP00,WATER,1,2047,0.02107228444404767
Globe,C1COCHP00,WATER,1,2048,0.06645252004254124
Globe,C1COCHP00,WATER,1,2049,0.06990508132254122
Globe,C1COCHP00,WATER,1,2050,0.06990508132254124
Globe,C1COCHP00,WATER,1,2051,0.06990508132254122
Globe,C1COCHP00,WATER,1,2052,0.06990508132254122
Globe,C1COCHP00,WATER,1,2053,0.06990508132254122
Globe,C1COCHP00,WATER,1,2054,0.06990508132254125
Globe,C1COCHP00,WATER,1,2055,0.06990508132254122
Globe,C1COCHP00,WATER,1,2056,0.07319312179878436
Globe,C1COCHP00,WATER,1,2057,0.0756548872556691
Globe,C1COCHP00,WATER,1,2058,0.07563000697965751
Globe,C1COCHP00,WATER,1,2059,0.07560927341631331
Globe,C1COCHP00,WATER,1,2060,0.06538763030957254
Globe,C1COHTF03,WATER,1,2010,0.055379436134399995
